,0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50
0.50,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597
0.55,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597
0.60,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597
0.65,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597
0.70,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597
0.75,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597
0.80,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597
0.85,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597
0.90,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597,2.4667907437435597
