,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5
0.85,1.9655613992481604,1.9655613992481604,1.9655613992481604,1.9655613992481604,1.9655613992481604,1.723600273315938,1.723600273315938,1.723600273315938
0.86,1.9655613992481604,1.9655613992481604,1.9655613992481604,1.9655613992481604,1.9655613992481604,1.723600273315938,1.723600273315938,1.723600273315938
0.87,1.9655613992481604,1.9655613992481604,1.9655613992481604,1.9655613992481604,1.723600273315938,1.723600273315938,1.723600273315938,1.723600273315938
0.88,1.9655613992481604,1.9655613992481604,1.9655613992481604,1.9655613992481604,1.723600273315938,1.723600273315938,1.723600273315938,1.723600273315938
0.89,1.9655613992481604,1.9655613992481604,1.9655613992481604,1.723600273315938,1.723600273315938,1.723600273315938,1.9738766314783138,1.9738766314783138
0.90,1.9655613992481604,1.9655613992481604,1.9655613992481604,1.723600273315938,1.723600273315938,1.9738766314783138,1.9738766314783138,1.9738766314783138
0.91,1.9655613992481604,1.9655613992481604,1.9655613992481604,1.723600273315938,1.9738766314783138,1.9738766314783138,1.9738766314783138,1.9738766314783138
0.92,1.9655613992481604,1.9655613992481604,1.9655613992481604,1.9738766314783138,1.9738766314783138,1.9738766314783138,1.9738766314783138,1.9738766314783138
0.93,1.9655613992481604,1.9655613992481604,1.9738766314783138,1.9738766314783138,1.9738766314783138,1.9738766314783138,1.9738766314783138,1.9738766314783138
0.94,1.9655613992481604,1.9655613992481604,1.9738766314783138,1.9738766314783138,1.9738766314783138,1.9738766314783138,1.9738766314783138,1.5600723275484976
0.95,1.9655613992481604,1.9655613992481604,1.9738766314783138,1.9738766314783138,1.9738766314783138,1.9738766314783138,1.5600723275484976,1.5600723275484976
